#,Ejercicio,Proveedor,Contrato,Orden,Trimestre,"Número de factura",Monto,"Fecha de erogación","Archivo de factura en PDF","Archivo de factura en XML","Fecha de validación","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus
1,2016,"Televisión y Radio Caribe S.A. de C.V.",010/2016,"Sin orden de compra","2o Trimestre (Abril-Junio)","Abril 4652, mayo 4753, junio 4879",$0.00,30.06.2016,,,11.08.2017,"Dirección Administrativa/UV",2016,11.08.2017,,Activo
2,2016,"Turquesa Organización S.A. de C.V.",011/2016,"Sin orden de compra","2o Trimestre (Abril-Junio)","abril 1287, mayo 1326, junio 1362",$0.00,30.06.2016,,,11.08.2017,"Dirección Administrativa/UV",2016,11.08.2017,,Activo
3,2016,"Jesús Cruz Martínez",067/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",003/octubre,$0.00,31.10.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
4,2016,"Telecable de Tulum  S.A. de C.V.",191/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",071/octubre,$0.00,31.10.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
5,2016,"Promocenter Comunicación S.A. de C.V.",0002/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",234/noviembre,$0.00,30.11.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
6,2016,"Novedades de Quintana Roo S.A. de C.V.",0003/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",44752/octubre,$0.00,31.10.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
7,2016,"Crea Actividad Vera S.A. de C.V.",0005/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",4653/octubre,$0.00,31.10.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
8,2016,"Editora de Medios Mapa S.A. de C.V",0006/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",0269/noviembre,$0.00,30.11.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
9,2016,"Pedro Celestino Canche Herrera",0008/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",0138/noviembre,$0.00,30.11.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
10,2016,"Talina y Jonathan S.A. de C.V.",0010/2016,"Sin orden de compra","4o Trimestre (Octubre-Diciembre)",760/diciembre,$0.00,31.12.2016,,,01.04.2017,"Dirección Administrativa/UV",2016,05.04.2017,,Activo
11,2016,"Televisión y Radio Caribe S.A. de C.V.",010/2016,"Sin orden de compra","3er Trimestre (Julio-Septiembre)","julio 4985, agosto 5085, septiembre 5214",$0.00,30.09.2016,,,31.08.2016,"Dirección Administrativa/UV",2016,11.08.2017,,Activo
